id,timestamp,mq135,mq2,mq4,mq7,kualitas
18949,2025-05-27T14:09:03,2.4977,1.9588,3.7817,1.645,Campuran
18962,2025-05-27T14:14:16,2.5023,1.9588,3.8109,1.6494,Campuran
18964,2025-05-27T14:14:22,2.5023,1.9517,3.7832,1.6537,Campuran
18966,2025-05-27T14:14:28,2.5257,1.9517,3.7962,1.6537,Campuran
18968,2025-05-27T14:14:34,2.5163,1.8827,3.7991,1.6537,Campuran
18970,2025-05-27T14:14:40,2.5257,1.8168,3.7892,1.658,Campuran
18972,2025-05-27T14:14:47,2.5493,1.6998,3.8022,1.658,Campuran
18974,2025-05-27T14:14:53,2.5304,1.6144,3.8015,1.6602,Campuran
18976,2025-05-27T14:14:59,2.5398,1.6034,3.7892,1.6602,Campuran
18977,2025-05-27T14:15:02,2.5541,1.631,3.8015,1.658,Campuran
18978,2025-05-27T14:15:05,2.5304,1.6478,3.7991,1.6558,Campuran
18979,2025-05-27T14:15:08,2.521,1.6764,3.7991,1.6558,Campuran
18981,2025-05-27T14:15:14,2.521,1.7296,3.7991,1.6537,Campuran
18983,2025-05-27T14:15:20,2.5116,1.7539,3.7872,1.6537,Campuran
18985,2025-05-27T14:15:26,2.5257,1.7725,3.8139,1.6558,Campuran
18987,2025-05-27T14:15:33,2.5116,1.785,3.7881,1.6602,Campuran
18989,2025-05-27T14:15:39,2.5163,1.7976,3.8021,1.6602,Campuran
18991,2025-05-27T14:15:45,2.521,1.8104,3.8028,1.6645,Campuran
18992,2025-05-27T14:15:48,2.521,1.8168,3.8172,1.6624,Campuran
18993,2025-05-27T14:15:51,2.5116,1.8104,3.8165,1.6602,Campuran
18994,2025-05-27T14:15:54,2.5163,1.8168,3.8167,1.6602,Campuran
18950,2025-05-27T14:09:06,2.4793,1.9447,3.7659,1.6558,Campuran
18951,2025-05-27T14:09:09,2.4747,1.9447,3.7591,1.6522,Campuran
18952,2025-05-27T14:09:12,2.4838,1.9588,3.7895,1.6504,Campuran
