id,timestamp,mq135,mq2,mq4,mq7,jenis
30801,2025-06-02T17:16:34,0.211,0.201,1.01,2.02,10%arabika+90%robusta
30802,2025-06-02T17:16:35,0.211,0.201,1.01,2.02,10%arabika+90%robusta
30803,2025-06-02T17:16:36,0.211,0.202,1.01,2.02,10%arabika+90%robusta
30804,2025-06-02T17:16:38,0.211,0.202,1.01,2.02,10%arabika+90%robusta
30805,2025-06-02T17:16:39,0.211,0.202,1.012,2.024,10%arabika+90%robusta
30806,2025-06-02T17:16:40,0.212,0.203,1.013,2.027,10%arabika+90%robusta
30807,2025-06-02T17:16:41,0.212,0.203,1.013,2.028,10%arabika+90%robusta
30808,2025-06-02T17:16:42,0.212,0.203,1.014,2.029,10%arabika+90%robusta
30809,2025-06-02T17:16:43,0.212,0.203,1.014,2.029,10%arabika+90%robusta
30810,2025-06-02T17:16:44,0.212,0.203,1.014,2.03,10%arabika+90%robusta
30811,2025-06-02T17:16:45,0.212,0.203,1.014,2.027,10%arabika+90%robusta
30812,2025-06-02T17:16:46,0.211,0.203,1.013,2.027,10%arabika+90%robusta
30813,2025-06-02T17:16:47,0.211,0.203,1.013,2.026,10%arabika+90%robusta
30814,2025-06-02T17:16:48,0.211,0.203,1.013,2.026,10%arabika+90%robusta
30815,2025-06-02T17:16:49,0.211,0.203,1.012,2.026,10%arabika+90%robusta
30816,2025-06-02T17:16:50,0.212,0.203,1.014,2.029,10%arabika+90%robusta
30817,2025-06-02T17:16:51,0.212,0.203,1.014,2.03,10%arabika+90%robusta
30818,2025-06-02T17:16:53,0.212,0.203,1.014,2.03,10%arabika+90%robusta
30819,2025-06-02T17:16:54,0.212,0.203,1.014,2.03,10%arabika+90%robusta
30820,2025-06-02T17:16:55,0.212,0.203,1.014,2.03,10%arabika+90%robusta
30821,2025-06-02T17:16:56,0.211,0.203,1.013,2.026,10%arabika+90%robusta
30822,2025-06-02T17:16:57,0.211,0.203,1.013,2.027,10%arabika+90%robusta
30823,2025-06-02T17:16:58,0.211,0.203,1.013,2.028,10%arabika+90%robusta
30824,2025-06-02T17:16:59,0.211,0.203,1.013,2.028,10%arabika+90%robusta
30825,2025-06-02T17:17:00,0.211,0.203,1.012,2.027,10%arabika+90%robusta
30826,2025-06-02T17:17:01,0.211,0.203,1.014,2.03,10%arabika+90%robusta
30827,2025-06-02T17:17:02,0.211,0.203,1.013,2.029,10%arabika+90%robusta
30828,2025-06-02T17:17:03,0.211,0.203,1.012,2.027,10%arabika+90%robusta
30829,2025-06-02T17:17:04,0.211,0.203,1.013,2.029,10%arabika+90%robusta
30830,2025-06-02T17:17:05,0.211,0.203,1.013,2.029,10%arabika+90%robusta
30831,2025-06-02T17:17:06,0.211,0.203,1.014,2.032,10%arabika+90%robusta
30832,2025-06-02T17:17:07,0.211,0.203,1.014,2.033,10%arabika+90%robusta
30833,2025-06-02T17:17:09,0.211,0.203,1.014,2.034,10%arabika+90%robusta
30834,2025-06-02T17:17:10,0.211,0.202,1.015,2.035,10%arabika+90%robusta
30835,2025-06-02T17:17:11,0.211,0.202,1.013,2.033,10%arabika+90%robusta
30836,2025-06-02T17:17:12,0.211,0.201,1.013,2.034,10%arabika+90%robusta
30837,2025-06-02T17:17:13,0.211,0.201,1.013,2.034,10%arabika+90%robusta
30838,2025-06-02T17:17:14,0.211,0.202,1.012,2.033,10%arabika+90%robusta
30839,2025-06-02T17:17:15,0.211,0.201,1.012,2.033,10%arabika+90%robusta
30840,2025-06-02T17:17:16,0.211,0.202,1.013,2.035,10%arabika+90%robusta
30841,2025-06-02T17:17:17,0.211,0.202,1.012,2.035,10%arabika+90%robusta
30842,2025-06-02T17:17:18,0.211,0.202,1.013,2.035,10%arabika+90%robusta
30843,2025-06-02T17:17:19,0.21,0.201,1.012,2.036,10%arabika+90%robusta
30844,2025-06-02T17:17:20,0.21,0.201,1.012,2.035,10%arabika+90%robusta
30845,2025-06-02T17:17:21,0.21,0.201,1.012,2.033,10%arabika+90%robusta
30846,2025-06-02T17:17:22,0.21,0.201,1.012,2.031,10%arabika+90%robusta
