id,timestamp,mq135,mq2,mq4,mq7,kualitas
23934,2025-06-02T09:51:09,3.172,0.113,0.522,1.204,Campuran
23935,2025-06-02T09:51:12,3.207,0.112,0.517,1.188,Campuran
23936,2025-06-02T09:51:15,3.137,0.109,0.5,1.148,Campuran
23937,2025-06-02T09:51:18,3.08,0.104,0.482,1.103,Campuran
23938,2025-06-02T09:51:21,3.08,0.102,0.474,1.081,Campuran
23939,2025-06-02T09:51:24,3.072,0.101,0.466,1.063,Campuran
23940,2025-06-02T09:51:27,3.015,0.099,0.452,1.033,Campuran
23941,2025-06-02T09:51:30,3.026,0.098,0.442,1.024,Campuran
23942,2025-06-02T09:51:33,2.966,0.097,0.412,0.996,Campuran
23943,2025-06-02T09:51:36,2.902,0.092,0.368,0.946,Campuran
23944,2025-06-02T09:51:39,2.911,0.092,0.38,0.942,Campuran
23945,2025-06-02T09:51:43,2.878,0.09,0.352,0.919,Campuran
23946,2025-06-02T09:51:46,2.823,0.087,0.358,0.889,Campuran
23947,2025-06-02T09:51:49,2.745,0.082,0.351,0.843,Campuran
23948,2025-06-02T09:51:52,2.764,0.083,0.361,0.86,Campuran
23949,2025-06-02T09:51:55,2.797,0.084,0.367,0.874,Campuran
23950,2025-06-02T09:51:58,2.771,0.083,0.365,0.87,Campuran
23951,2025-06-02T09:52:01,2.894,0.091,0.389,0.936,Campuran
23952,2025-06-02T09:52:04,2.836,0.092,0.388,0.945,Campuran
23953,2025-06-02T09:52:07,2.821,0.093,0.386,0.941,Campuran
24068,2025-06-02T09:58:01,3.383,0.134,0.573,1.369,Campuran
24069,2025-06-02T09:58:04,3.372,0.134,0.571,1.361,Campuran
24070,2025-06-02T09:58:07,3.36,0.133,0.568,1.35,Campuran
24071,2025-06-02T09:58:10,3.363,0.132,0.568,1.347,Campuran
24072,2025-06-02T09:58:13,3.374,0.133,0.569,1.35,Campuran
24073,2025-06-02T09:58:16,3.373,0.134,0.57,1.353,Campuran
23954,2025-06-02T09:52:10,2.823,0.094,0.388,0.949,Campuran
23955,2025-06-02T09:52:13,2.838,0.096,0.391,0.958,Campuran
23956,2025-06-02T09:52:16,2.854,0.099,0.395,0.974,Campuran
23957,2025-06-02T09:52:19,2.842,0.1,0.395,0.979,Campuran
23958,2025-06-02T09:52:23,2.829,0.1,0.394,0.977,Campuran
23959,2025-06-02T09:52:26,2.819,0.1,0.392,0.973,Campuran
23960,2025-06-02T09:52:29,2.823,0.1,0.392,0.975,Campuran
23961,2025-06-02T09:52:32,2.828,0.101,0.393,0.98,Campuran
23962,2025-06-02T09:52:35,2.824,0.102,0.394,0.983,Campuran
23963,2025-06-02T09:52:38,2.828,0.103,0.395,0.99,Campuran
23964,2025-06-02T09:52:41,2.837,0.105,0.397,1.0,Campuran
