id,timestamp,mq135,mq2,mq4,mq7,kualitas
23822,2025-06-02T08:51:09,0.0,0.0,0.0,0.0,Arabika
23825,2025-06-02T08:51:18,0.0,0.0,0.0,0.0,Arabika
23828,2025-06-02T08:51:28,0.0,0.0,0.0,0.0,Arabika
23831,2025-06-02T08:51:37,0.0,0.0,0.0,0.0,Arabika
23834,2025-06-02T08:51:46,0.0,0.0,0.0,0.0,Arabika
23837,2025-06-02T08:51:55,0.0,0.0,0.0,0.0,Arabika
23840,2025-06-02T08:52:04,0.0,0.0,0.0,0.0,Arabika
23843,2025-06-02T08:52:14,0.0,0.0,0.0,0.0,Arabika
23846,2025-06-02T08:52:23,0.0,0.0,0.0,0.0,Arabika
23849,2025-06-02T08:52:32,0.0,0.0,0.0,0.0,Arabika
23852,2025-06-02T08:52:41,0.0,0.0,0.0,0.0,Arabika
23823,2025-06-02T08:51:12,0.0,0.0,0.0,0.0,Arabika
23826,2025-06-02T08:51:21,0.0,0.0,0.0,0.0,Arabika
23829,2025-06-02T08:51:31,0.0,0.0,0.0,0.0,Arabika
23832,2025-06-02T08:51:40,0.0,0.0,0.0,0.0,Arabika
23835,2025-06-02T08:51:49,0.0,0.0,0.0,0.0,Arabika
23838,2025-06-02T08:51:58,0.0,0.0,0.0,0.0,Arabika
23841,2025-06-02T08:52:08,0.0,0.0,0.0,0.0,Arabika
23844,2025-06-02T08:52:17,0.0,0.0,0.0,0.0,Arabika
23847,2025-06-02T08:52:26,0.0,0.0,0.0,0.0,Arabika
23850,2025-06-02T08:52:35,0.0,0.0,0.0,0.0,Arabika
23853,2025-06-02T08:52:44,0.0,0.0,0.0,0.0,Arabika
23824,2025-06-02T08:51:15,0.0,0.0,0.0,0.0,Arabika
23827,2025-06-02T08:51:24,0.0,0.0,0.0,0.0,Arabika
23830,2025-06-02T08:51:34,0.0,0.0,0.0,0.0,Arabika
23833,2025-06-02T08:51:43,0.0,0.0,0.0,0.0,Arabika
23836,2025-06-02T08:51:52,0.0,0.0,0.0,0.0,Arabika
23839,2025-06-02T08:52:01,0.0,0.0,0.0,0.0,Arabika
23842,2025-06-02T08:52:11,0.0,0.0,0.0,0.0,Arabika
23845,2025-06-02T08:52:20,0.0,0.0,0.0,0.0,Arabika
23848,2025-06-02T08:52:29,0.0,0.0,0.0,0.0,Arabika
23851,2025-06-02T08:52:38,0.0,0.0,0.0,0.0,Arabika
23805,2025-06-02T08:50:17,0.0,0.0,0.0,0.0,Arabika
23806,2025-06-02T08:50:20,0.0,0.0,0.0,0.0,Arabika
23807,2025-06-02T08:50:23,0.0,0.0,0.0,0.0,Arabika
23808,2025-06-02T08:50:26,0.0,0.0,0.0,0.0,Arabika
23809,2025-06-02T08:50:29,0.0,0.0,0.0,0.0,Arabika
23810,2025-06-02T08:50:32,0.0,0.0,0.0,0.0,Arabika
23811,2025-06-02T08:50:35,0.0,0.0,0.0,0.0,Arabika
23812,2025-06-02T08:50:38,0.0,0.0,0.0,0.0,Arabika
23813,2025-06-02T08:50:41,0.0,0.0,0.0,0.0,Arabika
23814,2025-06-02T08:50:45,0.0,0.0,0.0,0.0,Arabika
23815,2025-06-02T08:50:48,0.0,0.0,0.0,0.0,Arabika
23816,2025-06-02T08:50:51,0.0,0.0,0.0,0.0,Arabika
23817,2025-06-02T08:50:54,0.0,0.0,0.0,0.0,Arabika
23818,2025-06-02T08:50:57,0.0,0.0,0.0,0.0,Arabika
23819,2025-06-02T08:51:00,0.0,0.0,0.0,0.0,Arabika
23820,2025-06-02T08:51:03,0.0,0.0,0.0,0.0,Arabika
23821,2025-06-02T08:51:06,0.0,0.0,0.0,0.0,Arabika
